district_id,total_none,total_0,total_5,total_10,total_15,total_20,total_25,total_30,total_35,total_40,total_45,total_50,total_55,total_60,total_65,total_70,total_75,total_80,total_85,total_90,total_95,total_100,male_none,male_0,male_5,male_10,male_15,male_20,male_25,male_30,male_35,male_40,male_45,male_50,male_55,male_60,male_65,male_70,male_75,male_80,male_85,male_90,male_95,male_100,female_none,female_0,female_5,female_10,female_15,female_20,female_25,female_30,female_35,female_40,female_45,female_50,female_55,female_60,female_65,female_70,female_75,female_80,female_85,female_90,female_95,female_100
304,1191,113579,124347,114433,92456,85234,82688,67532,63440,50621,43631,33459,22830,22619,14043,11960,5288,4116,1517,1395,573,471,649,57987,63226,58521,48555,41056,40912,33840,32273,26426,22769,17661,12065,11115,6975,6038,2713,1934,758,669,292,217,542,55592,61121,55912,43901,44178,41776,33692,31167,24195,20862,15798,10765,11504,7068,5922,2575,2182,759,726,281,254
305,1345,321027,346879,337490,273468,255222,244191,199547,190984,154763,132740,102976,71952,69347,44443,35701,17475,12828,4761,3749,1678,1202,682,163098,176692,171406,142792,124381,121158,100308,97027,81416,69330,55222,38515,35177,22717,18046,9225,6266,2422,1796,854,582,663,157929,170187,166084,130676,130841,123033,99239,93957,73347,63410,47754,33437,34170,21726,17655,8250,6562,2339,1953,824,620
306,1232,191456,215897,212378,186590,177180,176490,145666,139402,114197,101974,76429,54392,50387,31793,24131,10945,7265,2729,1954,966,657,683,97202,109801,107940,94712,84940,87655,74262,71663,60510,54564,41709,29024,26571,16626,13020,6031,3755,1436,951,524,325,549,94254,106096,104438,91878,92240,88835,71404,67739,53687,47410,34720,25368,23816,15167,11111,4914,3510,1293,1003,442,332
307,265,107700,120883,118490,102738,95594,93980,81142,75760,59859,52111,37285,27247,25835,16912,12853,6099,4030,1396,1093,568,297,135,55105,61255,60864,52527,45629,45488,40559,38946,31662,27760,20003,14362,13126,8326,6767,3276,2110,773,555,315,131,130,52595,59628,57626,50211,49965,48492,40583,36814,28197,24351,17282,12885,12709,8586,6086,2823,1920,623,538,253,166
308,231,71053,81761,82165,70330,64718,64194,52844,47748,37101,31937,22908,16963,15787,10327,7869,3894,2427,828,589,295,164,117,36437,41925,42008,36254,31160,31747,27030,24782,19636,17214,12186,8842,8150,5141,4183,2185,1246,452,287,177,90,114,34616,39836,40157,34076,33558,32447,25814,22966,17465,14723,10722,8121,7637,5186,3686,1709,1181,376,302,118,74
309,520,124831,142791,144499,133626,129219,124908,102664,97097,80794,71603,52834,37878,33949,19894,15262,7268,4505,1763,1086,584,354,267,63616,72812,74462,68076,62089,62195,52484,50368,42244,38123,29060,20406,17670,10013,8145,3931,2300,923,552,335,160,253,61215,69979,70037,65550,67130,62713,50180,46729,38550,33480,23774,17472,16279,9881,7117,3337,2205,840,534,249,194
310,550,112158,128890,136430,131642,129599,128428,106968,103446,84519,76931,56162,41144,35569,21817,15710,7600,4705,1912,1204,546,405,319,57178,65820,70279,66811,62113,63701,54535,52779,44007,40535,30495,21825,18103,11137,8220,4160,2426,948,576,272,195,231,54980,63070,66151,64831,67486,64727,52433,50667,40512,36396,25667,19319,17466,10680,7490,3440,2279,964,628,274,210
311,337,96532,110106,116152,110261,108099,106906,91388,93072,76714,69773,49774,36690,32673,21527,15541,7309,4485,1728,1125,557,301,176,49214,56161,59653,56061,52081,52483,46077,47363,40605,37749,27181,19423,16710,11245,8461,4162,2471,922,571,309,138,161,47318,53945,56499,54200,56018,54423,45311,45709,36109,32024,22593,17267,15963,10282,7080,3147,2014,806,554,248,163
312,736,85654,98489,108807,105318,102529,104111,90776,88730,71951,64093,47649,35505,33722,22522,15679,7482,4517,1877,1202,563,344,395,43612,50066,56136,53456,49435,50848,45546,45063,38222,34182,25510,18326,17198,11607,8534,4166,2426,1018,586,302,171,341,42042,48423,52671,51862,53094,53263,45230,43667,33729,29911,22139,17179,16524,10915,7145,3316,2091,859,616,261,173
313,406,92766,106240,117308,108123,102501,102215,84554,82109,64562,57860,42803,31598,28645,18970,13082,6119,3900,1424,933,474,296,216,47098,53992,60011,54589,48740,50308,42785,41832,34466,30764,22807,16830,14680,9887,7030,3399,2083,774,465,253,152,190,45668,52248,57297,53534,53761,51907,41769,40277,30096,27096,19996,14768,13965,9083,6052,2720,1817,650,468,221,144
314,818,103728,116868,115294,106030,90423,86290,68647,67751,52650,44691,31412,21758,18776,11781,9176,4284,3045,1228,908,455,300,424,52909,59813,58717,53922,44184,42721,34720,35024,28344,24130,17457,11702,9906,5962,4883,2309,1568,641,464,227,140,394,50819,57055,56577,52108,46239,43569,33927,32727,24306,20561,13955,10056,8870,5819,4293,1975,1477,587,444,228,160
315,110,22653,24127,24937,22807,21102,19837,16057,14723,12363,10556,7937,5601,4391,2622,1904,1135,663,295,166,78,38,55,11488,12338,12766,11400,10318,10050,8507,7721,6721,5709,4392,3248,2375,1431,1006,633,371,141,81,34,17,55,11165,11789,12171,11407,10784,9787,7550,7002,5642,4847,3545,2353,2016,1191,898,502,292,154,85,44,21
316,952,179618,190601,188152,176440,163281,150898,126719,125710,103609,88861,69247,50824,45604,29851,22384,10590,7267,2759,1803,858,589,502,91675,97510,96099,90121,81137,74479,63177,63848,54563,46710,36792,27288,23411,15396,11602,5582,3573,1323,789,411,296,450,87943,93091,92053,86319,82144,76419,63542,61862,49046,42151,32455,23536,22193,14455,10782,5008,3694,1436,1014,447,293
317,478,148573,153648,139930,123965,112858,100876,82193,79954,66822,55399,44851,32911,31100,20627,16041,7763,5857,2173,1470,674,523,248,75388,78098,71147,62775,56340,50614,41297,40751,34898,29251,23986,17930,15730,10518,8020,3880,2724,1107,630,311,221,230,73185,75550,68783,61190,56518,50262,40896,39203,31924,26148,20865,14981,15370,10109,8021,3883,3133,1066,840,363,302
318,291,77348,83223,78267,68236,58960,53887,45447,44788,36706,29302,23663,16188,16609,10416,8172,3283,2457,832,651,309,261,168,39641,41969,39661,35153,29856,26627,22849,22925,19452,15693,12679,8775,8632,5501,4282,1786,1250,411,300,164,116,123,37707,41254,38606,33083,29104,27260,22598,21863,17254,13609,10984,7413,7977,4915,3890,1497,1207,421,351,145,145
319,220,81161,87468,84618,70896,69865,64788,52115,51099,43359,38276,28436,19917,16467,11207,8912,4503,2942,1113,800,375,267,116,40923,44739,43575,38537,33420,32404,26341,25299,22267,19835,15297,10847,8024,5304,4139,2194,1353,536,359,184,125,104,40238,42729,41043,32359,36445,32384,25774,25800,21092,18441,13139,9070,8443,5903,4773,2309,1589,577,441,191,142
320,118,50070,57724,57354,49625,43470,43275,35035,35354,27874,23981,16818,12339,10696,6954,5368,2616,1759,715,547,277,193,64,25447,29418,29315,25908,20989,21212,17373,17914,14407,12725,8918,6567,5363,3462,2656,1373,874,366,274,141,94,54,24623,28306,28039,23717,22481,22063,17662,17440,13467,11256,7900,5772,5333,3492,2712,1243,885,349,273,136,99
321,795,138330,156992,164088,148648,144435,143282,117381,116523,92738,81590,59764,43839,40740,27408,20220,9350,6036,2279,1711,795,598,418,70356,79809,84230,78960,71198,70982,58756,59940,49934,44119,32262,23818,20222,13337,9905,4705,2870,1114,809,429,288,377,67974,77183,79858,69688,73237,72300,58625,56583,42804,37471,27502,20021,20518,14071,10315,4645,3166,1165,902,366,310
322,2077,86740,97775,109683,112387,124612,128256,113804,113605,93183,80908,60329,42962,34798,21381,14992,7890,4449,1960,1099,643,405,1104,44463,50380,56136,57893,62083,62306,56867,57671,49943,43474,33673,24100,19242,11697,8197,4183,2200,976,492,313,192,973,42277,47395,53547,54494,62529,65950,56937,55934,43240,37434,26656,18862,15556,9684,6795,3707,2249,984,607,330,213
323,449,65510,74999,81286,74719,73124,72423,61165,60165,48003,41987,31997,22827,22067,16792,12744,5529,3278,1164,743,419,249,217,33303,38288,41415,38941,36417,35542,30987,31060,26075,22921,17442,12385,10792,8158,6288,2872,1623,590,345,224,121,232,32207,36711,39871,35778,36707,36881,30178,29105,21928,19066,14555,10442,11275,8634,6456,2657,1655,574,398,195,128
324,621,84122,98774,105760,97629,87953,88851,73632,73872,58439,50339,36552,27126,24530,16782,12505,5807,3585,1297,1021,495,383,303,42736,50352,53778,50442,42900,43324,36405,37578,30815,26773,19389,13987,11850,8146,6219,2989,1777,661,462,253,191,318,41386,48422,51982,47187,45053,45527,37227,36294,27624,23566,17163,13139,12680,8636,6286,2818,1808,636,559,242,192
325,437,107190,121542,109659,84706,80066,80273,66184,63904,51337,45100,34189,23975,22149,14005,11746,5340,3544,1247,1051,520,336,229,54299,62228,56408,45938,38805,39490,32878,32182,26954,24159,18189,12832,11242,7177,5997,2925,1753,662,486,271,169,208,52891,59314,53251,38768,41261,40783,33306,31722,24383,20941,16000,11143,10907,6828,5749,2415,1791,585,565,249,167
326,974,77490,90665,93111,82688,78545,76715,62586,62392,50814,45726,33129,23443,20593,12850,10037,4511,2859,979,859,440,262,504,39143,46148,47300,42098,38259,38080,30985,31564,26468,24130,17602,12334,10346,6378,5168,2349,1443,512,427,250,129,470,38347,44517,45811,40590,40286,38635,31601,30828,24346,21596,15527,11109,10247,6472,4869,2162,1416,467,432,190,133
327,2335,130413,162724,188142,188383,184729,176830,149366,145287,123783,104852,86320,62319,52160,34984,24956,13851,8135,3561,1935,984,774,1252,66675,83487,95990,96495,90723,86600,73972,71779,63704,53900,45686,32778,27078,18547,13269,7444,4216,1891,934,469,370,1083,63738,79237,92152,91888,94006,90230,75394,73508,60079,50952,40634,29541,25082,16437,11687,6407,3919,1670,1001,515,404
328,2223,319440,360302,406444,418483,406785,348053,260607,280678,263429,230735,179013,129912,100521,68820,44061,24475,14229,6421,4376,2382,1457,1240,163103,184428,206398,213181,204429,178839,133551,139301,132235,119466,98427,70949,52786,35423,22459,12553,7129,3178,2114,1172,703,983,156337,175874,200046,205302,202356,169214,127056,141377,131194,111269,80586,58963,47735,33397,21602,11922,7100,3243,2262,1210,754
329,2359,239658,265512,299043,295924,280811,242372,186298,203866,194647,159835,135761,96738,80714,54612,35869,20344,12317,5496,3543,1920,1447,1343,122985,136137,152091,155156,145285,126075,94876,101156,97663,82956,74615,52746,41846,27319,17535,9985,5804,2731,1591,961,686,1016,116673,129375,146952,140768,135526,116297,91422,102710,96984,76879,61146,43992,38868,27293,18334,10359,6513,2765,1952,959,761
330,1087,327621,391308,396320,313924,260807,226053,191617,197364,173989,141889,113510,82754,74055,50582,31819,13873,9273,3879,2877,1429,1104,586,167748,200951,202042,165132,135557,113360,95013,99623,92681,74903,62295,43890,38634,26163,16324,6991,4575,1956,1381,709,552,501,159873,190357,194278,148792,125250,112693,96604,97741,81308,66986,51215,38864,35421,24419,15495,6882,4698,1923,1496,720,552
331,1588,128732,156166,184947,173247,154886,139305,119348,130156,116812,99666,78870,58572,52288,34945,22706,10612,6686,2854,2090,1052,748,851,65459,80001,94151,91640,78486,70029,58537,63626,60862,52664,42785,31058,26926,17425,11250,5191,3209,1330,905,487,327,737,63273,76165,90796,81607,76400,69276,60811,66530,55950,47002,36085,27514,25362,17520,11456,5421,3477,1524,1185,565,421
332,2436,416149,475336,504830,423386,373432,317871,258444,267942,237806,191091,154046,111462,98075,67923,43904,19220,12716,5261,4025,1897,1593,1287,212264,243488,257234,222799,190476,161639,130697,134130,125743,101193,84388,58905,50256,33908,21786,9378,5864,2545,1874,920,767,1149,203885,231848,247596,200587,182956,156232,127747,133812,112063,89898,69658,52557,47819,34015,22118,9842,6852,2716,2151,977,826
333,4236,706535,774855,843488,786792,707320,571574,469431,478875,425001,344287,281335,210112,185829,131202,89694,42383,26942,10643,7337,3126,2810,2256,359130,393757,428602,408705,358789,289877,237803,241537,222644,181408,152274,110554,93551,63544,42127,19239,11475,4669,3008,1375,1240,1980,347405,381098,414886,378087,348531,281697,231628,237338,202357,162879,129061,99558,92278,67658,47567,23144,15467,5974,4329,1751,1570
334,2227,310179,342095,372912,353567,330649,299253,258200,260187,230784,202888,159749,122840,105292,71160,43046,18970,9972,3734,2309,1308,1083,1219,157914,174869,191145,189216,166434,151632,130578,129523,120000,105791,85734,64098,51711,34064,20109,8670,4462,1604,990,646,511,1008,152265,167226,181767,164351,164215,147621,127622,130664,110784,97097,74015,58742,53581,37096,22937,10300,5510,2130,1319,662,572
335,9687,577766,644457,724818,760051,747485,694843,615277,620820,547461,481985,376986,290236,233209,160458,112641,56433,31862,13889,9172,4467,3560,5185,295690,329995,371927,396683,378406,353766,312098,312049,287628,256120,204631,155703,117615,79275,55340,26730,14201,6135,3982,2068,1662,4502,282076,314462,352891,363368,369079,341077,303179,308771,259833,225865,172355,134533,115594,81183,57301,29703,17661,7754,5190,2399,1898
336,2369,365403,418583,492315,505495,505782,458250,383899,411793,375410,313884,257395,191060,162203,119829,91260,50267,32942,13936,8880,4224,2421,1363,186241,213093,251588,264003,257352,233991,195585,206710,195909,166575,142486,103708,83419,58361,43351,23508,14424,5934,3447,1796,924,1006,179162,205490,240727,241492,248430,224259,188314,205083,179501,147309,114909,87352,78784,61468,47909,26759,18518,8002,5433,2428,1497
337,14766,666917,763631,876441,928370,961606,907911,788781,815657,725029,639529,521948,405620,336726,241918,178592,99905,61668,27407,17752,7838,21769,7515,340639,390754,448930,472771,480072,455845,396950,404930,376689,336089,284300,218807,176696,124044,90784,49624,29120,12987,7725,3384,10734,7251,326278,372877,427511,455599,481534,452066,391831,410727,348340,303440,237648,186813,160030,117874,87808,50281,32548,14420,10027,4454,11035
338,3629,372791,413526,480627,507641,505273,486631,447694,466417,405739,368356,291306,227351,184593,137113,101175,56939,32471,14507,8707,3658,3001,1971,190723,211097,244663,259008,250851,242070,223936,234150,211297,194087,159040,123047,95595,69058,49680,27418,14413,6362,3418,1398,1371,1658,182068,202429,235964,248633,254422,244561,223758,232267,194442,174269,132266,104304,88998,68055,51495,29521,18058,8145,5289,2260,1630
339,1741,288842,322304,357373,340595,325766,307455,275893,282390,241398,215083,167831,136177,117980,90450,62546,31841,16990,7254,3745,1873,1147,952,148142,164307,183159,184570,166383,155697,138457,142733,126590,113050,89309,70408,56509,41668,28730,14299,7160,3179,1516,778,499,789,140700,157997,174214,156025,159383,151758,137436,139657,114808,102033,78522,65769,61471,48782,33816,17542,9830,4075,2229,1095,648
340,3116,281197,310968,314565,278243,253676,239408,208452,212899,185066,158359,126346,102878,98346,70536,45096,20809,11158,4327,2543,1167,960,1666,143642,159380,160266,150466,129160,121056,104372,108056,96531,82767,66449,51084,46947,33978,21788,9806,5239,2110,1187,584,462,1450,137555,151588,154299,127777,124516,118352,104080,104843,88535,75592,59897,51794,51399,36558,23308,11003,5919,2217,1356,583,498
341,6457,365232,397598,442820,473223,469745,438546,399263,396845,333497,293699,230490,175479,144972,107733,80000,43527,26338,11436,7298,3394,2437,3628,185740,203788,226893,241434,235349,219710,205505,204183,178863,158182,126904,95245,75810,54909,40164,21549,12082,5251,3000,1501,1129,2829,179492,193810,215927,231789,234396,218836,193758,192662,154634,135517,103586,80234,69162,52824,39836,21978,14256,6185,4298,1893,1308
342,23222,231308,280072,336850,370514,400295,406350,380075,385735,347243,320261,270623,214992,182158,124809,97003,56360,35519,16485,10291,3385,3144,13442,119562,144965,176065,193986,206756,207402,196471,197996,187074,171269,148476,117306,97420,65346,50819,29080,17438,7969,4830,1558,1536,9780,111746,135107,160785,176528,193539,198948,183604,187739,160169,148992,122147,97686,84738,59463,46184,27280,18081,8516,5461,1827,1608
343,10986,718069,787864,843807,837800,822249,754154,613297,604107,499013,435057,332735,260900,219190,165457,114121,62014,38976,18773,12442,5909,5041,6065,365099,401711,430349,424440,409187,382071,314686,307950,263158,229862,179740,138514,112654,84274,56635,30600,17883,8843,5332,2488,2237,4921,352970,386153,413458,413360,413062,372083,298611,296157,235855,205195,152995,122386,106536,81183,57486,31414,21093,9930,7110,3421,2804
344,15057,474448,528461,585212,579423,558646,517781,446133,464706,402453,350958,272769,210090,174579,133636,92011,50464,29162,13384,7649,3861,2574,10175,241415,269469,297486,301240,278273,258178,222062,228199,208586,185030,149157,111730,87211,65456,43774,23869,13848,6390,3411,1722,1204,4882,233033,258992,287726,278183,280373,259603,224071,236507,193867,165928,123612,98360,87368,68180,48237,26595,15314,6994,4238,2139,1370
345,2930,412443,452047,505569,522970,508380,465269,389515,386922,324500,283305,220847,179158,142564,116826,80107,47480,28447,13798,7091,3591,2116,1756,211691,231086,258527,271400,260662,237067,199510,195730,171747,148900,120536,96373,73737,58518,40957,24282,14650,6973,3178,1612,942,1174,200752,220961,247042,251570,247718,228202,190005,191192,152753,134405,100311,82785,68827,58308,39150,23198,13797,6825,3913,1979,1174
346,280,159409,188531,191645,121854,101489,97941,90036,78920,63932,51148,39226,33233,35840,31577,19202,8566,5876,1987,1255,444,393,159,81147,96080,98470,67480,53035,49152,45202,40998,33537,26539,21041,16274,17350,16364,10887,4389,3253,1062,705,247,204,121,78262,92451,93175,54374,48454,48789,44834,37922,30395,24609,18185,16959,18490,15213,8315,4177,2623,925,550,197,189
347,662,130854,152821,145520,99010,84903,79542,70015,61578,49880,41419,32168,26682,26991,17598,12403,4850,3486,1108,758,346,292,477,66425,77580,75023,52981,42912,39533,35159,31371,26347,21242,17223,12610,13937,8834,6701,2445,1836,581,397,185,136,185,64429,75241,70497,46029,41991,40009,34856,30207,23533,20177,14945,14072,13054,8764,5702,2405,1650,527,361,161,156
348,249,90131,98445,91525,67781,59560,54656,48333,43167,36217,30886,23991,19667,19538,13385,9914,4020,2835,925,581,262,191,129,46146,50425,47540,37668,30338,27005,24157,21807,18735,15863,12741,9360,9721,6511,4933,1883,1340,439,271,119,91,120,43985,48020,43985,30113,29222,27651,24176,21360,17482,15023,11250,10307,9817,6874,4981,2137,1495,486,310,143,100
349,1450,310302,347056,317220,224476,206884,191331,164333,145511,121491,102453,79822,66115,66061,43684,30770,12202,7981,2590,2012,1064,666,837,159840,176794,164375,124952,104095,96255,83093,73947,62938,52387,42177,31399,33695,21665,16183,6117,4062,1347,1024,577,339,613,150462,170262,152845,99524,102789,95076,81240,71564,58553,50066,37645,34716,32366,22019,14587,6085,3919,1243,988,487,327
350,3185,184888,195486,183760,132938,126952,120937,105761,92929,75645,64078,50425,43532,44429,29609,19952,8161,5221,1970,1264,588,363,1712,94983,99210,96572,75006,64111,61363,54158,48779,39779,33438,26651,20996,22818,15226,10908,4331,2783,1092,630,299,177,1473,89905,96276,87188,57932,62841,59574,51603,44150,35866,30640,23774,22536,21611,14383,9044,3830,2438,878,634,289,186
351,1026,164446,179701,163166,112610,100556,99888,93299,86695,70485,58160,46168,38074,39631,26707,17802,6773,4710,1651,1158,495,350,592,83853,91497,85944,63410,50738,49734,46794,44797,37814,30521,24573,18028,19363,13231,9387,3347,2386,884,595,263,176,434,80593,88204,77222,49200,49818,50154,46505,41898,32671,27639,21595,20046,20268,13476,8415,3426,2324,767,563,232,174
352,5964,153412,163264,146536,101638,91835,88342,77761,73425,60231,50432,38766,30576,30453,17785,11171,4244,2741,872,661,246,212,3161,78114,83304,76351,55253,45506,43913,39102,37479,31936,26168,20451,14888,15209,8674,5554,2027,1316,464,297,117,107,2803,75298,79960,70185,46385,46329,44429,38659,35946,28295,24264,18315,15688,15244,9111,5617,2217,1425,408,364,129,105
353,1202,123065,127860,113985,76857,74920,71289,62359,55862,47627,40978,32236,23456,22535,12474,7926,2700,1774,516,435,239,127,633,62121,64993,58896,39970,35173,35191,31429,28380,24442,20761,16879,11184,10674,5709,3582,1185,824,249,208,118,60,569,60944,62867,55089,36887,39747,36098,30930,27482,23185,20217,15357,12272,11861,6765,4344,1515,950,267,227,121,67
354,44331,252500,295788,318597,290914,250370,226666,190301,177516,149580,131479,104814,87120,70850,42730,26185,11093,6744,2950,1882,1129,948,23749,131563,154029,164610,156464,132310,118625,99172,91400,78416,68818,55311,45964,37184,22164,13736,5655,3319,1504,923,548,492,20582,120937,141759,153987,134450,118060,108041,91129,86116,71164,62661,49503,41156,33666,20566,12449,5438,3425,1446,959,581,456
355,8602,197437,232678,250234,214879,188396,177614,154947,142131,115619,97678,76561,69302,61650,36126,20785,8629,5181,1864,1135,505,377,4537,102562,120278,127703,115306,98069,92413,79646,73872,61298,51200,38836,35144,32908,19417,10876,4267,2559,916,583,231,186,4065,94875,112400,122531,99573,90327,85201,75301,68259,54321,46478,37725,34158,28742,16709,9909,4362,2622,948,552,274,191
356,362,51013,63544,65562,49562,36799,32364,28495,27082,23723,21040,15806,13501,13660,9167,5569,2234,1342,440,277,126,122,197,25804,32519,33223,25585,18306,16113,13871,13382,11847,10861,8017,6634,6567,4508,2825,1131,721,239,138,66,75,165,25209,31025,32339,23977,18493,16251,14624,13700,11876,10179,7789,6867,7093,4659,2744,1103,621,201,139,60,47
357,862,205333,222646,226440,213765,215693,208718,181709,173162,148502,128941,100372,79855,73924,50227,33534,15500,8638,3134,1678,744,542,475,106612,115575,117772,113552,107205,104263,92187,88307,77462,67712,52468,41310,35784,24940,16976,7621,3907,1401,761,355,257,387,98721,107071,108668,100213,108488,104455,89522,84855,71040,61229,47904,38545,38140,25287,16558,7879,4731,1733,917,389,285
358,1242,217299,266284,269126,188105,155614,148144,133054,118056,96738,77820,60918,53473,58406,40388,28335,12222,8614,2787,1890,749,605,768,111879,135857,138656,102422,81804,75125,67531,61006,51642,40500,32725,25119,30110,21187,15793,6312,4712,1456,985,378,335,474,105420,130427,130470,85683,73810,73019,65523,57050,45096,37320,28193,28354,28296,19201,12542,5910,3902,1331,905,371,270
359,304,91817,105783,104224,71853,57565,52842,44636,41245,35401,31438,23004,19555,19412,13176,7817,3180,2074,713,467,254,218,191,46557,53596,53025,36918,28671,26983,22155,21156,18080,16549,12237,9538,9446,6891,4156,1609,1096,348,225,124,115,113,45260,52187,51199,34935,28894,25859,22481,20089,17321,14889,10767,10017,9966,6285,3661,1571,978,365,242,130,103
360,544,189814,220710,228765,179151,150498,138514,119690,109327,90494,76955,57903,48022,46126,33401,23044,9908,6623,2242,1515,693,556,310,98368,112994,116383,95787,78018,70097,60144,55563,46933,39806,30425,23534,22918,16610,12060,4965,3418,1162,749,356,281,234,91446,107716,112382,83364,72480,68417,59546,53764,43561,37149,27478,24488,23208,16791,10984,4943,3205,1080,766,337,275
361,377,89186,108028,119543,107781,89788,80421,68177,63462,53353,45533,35920,29483,23616,15531,10173,4117,2795,967,684,288,220,216,46233,55670,61100,56705,48026,42272,35418,32789,27946,23783,18607,15996,11995,7722,5239,2034,1378,500,362,141,98,161,42953,52358,58443,51076,41762,38149,32759,30673,25407,21750,17313,13487,11621,7809,4934,2083,1417,467,322,147,122
362,1729,150631,163067,152644,114084,109730,109167,95954,88897,74803,64572,50991,42017,44314,29024,17152,6158,3748,1267,836,380,277,897,76383,82972,78755,61404,52921,54676,48422,45261,38726,33175,26318,19759,20869,13576,8328,2949,1783,627,397,175,141,832,74248,80095,73889,52680,56809,54491,47532,43636,36077,31397,24673,22258,23445,15448,8824,3209,1965,640,439,205,136
363,3448,89705,97648,92292,69316,66737,65197,56600,52698,43070,37521,29023,25334,26504,16895,10205,3976,2444,1073,755,408,193,1844,45915,49748,47658,37346,32992,33200,28714,27358,22235,19687,14987,12100,12938,8523,5241,1919,1188,547,378,201,111,1604,43790,47900,44634,31970,33745,31997,27886,25340,20835,17834,14036,13234,13566,8372,4964,2057,1256,526,377,207,82
364,36856,269974,318793,340174,306556,261237,245559,211030,202274,167658,144976,108855,90068,84206,56399,35965,15625,9833,3792,2279,1114,1030,19144,139280,164131,173691,159706,131590,123579,106157,103076,87559,76824,57105,46033,42054,28729,19132,7973,4936,1985,1139,592,522,17712,130694,154662,166483,146850,129647,121980,104873,99198,80099,68152,51750,44035,42152,27670,16833,7652,4897,1807,1140,522,508
365,348,58295,65895,66134,52570,43958,40300,34348,34503,29657,27141,20677,17316,17636,11298,6732,2592,1456,468,282,118,161,182,29637,33616,33486,26720,21418,20163,16701,17128,14892,13951,10604,8462,8221,5456,3250,1266,703,222,124,56,77,166,28658,32279,32648,25850,22540,20137,17647,17375,14765,13190,10073,8854,9415,5842,3482,1326,753,246,158,62,84
366,311,114838,138044,137557,101111,80087,71942,63064,60898,53218,48691,38040,32354,34080,23896,14853,6035,3675,1127,728,360,304,177,58453,70269,69389,51511,39624,35662,30501,30657,26123,25133,19545,15717,16107,11769,7541,3033,1868,598,366,198,149,134,56385,67775,68168,49600,40463,36280,32563,30241,27095,23558,18495,16637,17973,12127,7312,3002,1807,529,362,162,155
367,342,63633,71630,72722,57581,48374,43919,38839,38505,34442,31774,24197,20766,21964,14862,9030,3703,1983,553,377,223,159,189,32146,36556,36726,29169,24053,22219,18968,19279,17277,16511,12476,9968,10087,7002,4301,1767,966,271,181,115,82,153,31487,35074,35996,28412,24321,21700,19871,19226,17165,15263,11721,10798,11877,7860,4729,1936,1017,282,196,108,77
368,411,180512,194131,188117,149027,131468,117732,97881,95491,84353,75580,55503,42495,40091,25349,14022,5283,2781,864,636,362,249,235,90773,98127,96190,75550,62879,59494,48288,47161,42208,39142,28073,21014,17913,11489,6232,2395,1272,380,288,169,113,176,89739,96004,91927,73477,68589,58238,49593,48330,42145,36438,27430,21481,22178,13860,7790,2888,1509,484,348,193,136
369,2647,109803,120592,118908,101849,94209,89614,76674,73430,62387,53401,40795,33238,35565,24109,14567,6183,3821,1506,923,526,309,1441,56340,62059,61089,54022,47469,45284,38897,37722,32249,28395,21212,16573,16697,11655,7057,2922,1788,707,415,252,166,1206,53463,58533,57819,47827,46740,44330,37777,35708,30138,25006,19583,16665,18868,12454,7510,3261,2033,799,508,274,143
370,1795,115650,115753,142008,150319,138061,125242,111936,111463,100145,86461,70225,57034,56442,39567,30962,13564,9091,2685,1688,628,536,951,58915,59150,71608,74804,69354,63413,56423,56444,51366,44661,36305,28656,28386,19341,15465,6417,4672,1400,822,330,278,844,56735,56603,70400,75515,68707,61829,55513,55019,48779,41800,33920,28378,28056,20226,15497,7147,4419,1285,866,298,258
371,1317,45489,47819,55856,58206,59195,53591,45174,43248,37874,33181,25892,20440,19060,13039,9758,4859,3287,1082,594,237,307,689,23325,24376,28119,29354,30234,27662,23242,22268,19636,17301,13568,10752,9570,6574,4865,2313,1705,576,293,127,141,628,22164,23443,27737,28852,28961,25929,21932,20980,18238,15880,12324,9688,9490,6465,4893,2546,1582,506,301,110,166
372,2098,82235,88444,100994,102645,99995,91387,78573,77162,69582,61258,48818,39086,37418,24440,18843,8668,5665,1901,1073,407,407,1100,42182,45609,51189,51393,49111,45568,39339,38733,35547,31721,25175,19944,19228,12405,9411,4427,2799,1031,557,203,205,998,40053,42835,49805,51252,50884,45819,39234,38429,34035,29537,23643,19142,18190,12035,9432,4241,2866,870,516,204,202
373,680,27674,29939,34337,29783,27793,26536,23066,22295,19509,16919,13680,11512,11426,7041,5505,2279,1529,503,298,94,122,350,14357,15487,17523,14792,13407,13055,11463,11265,10109,8782,6924,5872,5905,3570,2797,1183,799,301,173,46,70,330,13317,14452,16814,14991,14386,13481,11603,11030,9400,8137,6756,5640,5521,3471,2708,1096,730,202,125,48,52
374,6845,182414,205072,218517,203116,196990,182809,158628,156796,137793,120021,90022,70444,64229,42442,30573,13114,7986,2568,1515,677,866,3482,93542,104679,109916,103166,97842,91140,78433,79446,71043,63463,47118,36714,31502,20759,15454,6433,4163,1311,776,337,428,3363,88872,100393,108601,99950,99148,91669,80195,77350,66750,56558,42904,33730,32727,21683,15119,6681,3823,1257,739,340,438
375,7184,179917,194811,186946,162254,161187,153775,132107,127006,113969,99826,77714,61065,58644,35730,26247,11396,7199,2369,1385,583,419,3621,91267,98567,94841,80654,77061,76406,66521,64181,58366,52321,40348,30827,29340,18019,12612,5486,3631,1245,681,299,193,3563,88650,96244,92105,81600,84126,77369,65586,62825,55603,47505,37366,30238,29304,17711,13635,5910,3568,1124,704,284,226
